age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
52.0,Federal-gov,165050,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,48.0,,>50K
57.0,Self-emp-inc,121912,Bachelors,13,Divorced,,Not-in-family,White,Male,0,0,50.0,United-States,>50K
39.0,Self-emp-not-inc,198841,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,Canada,>50K
39.0,Private,86643,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,55.0,United-States,>50K
26.0,Private,219199,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,>50K
34.0,Local-gov,33731,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
39.0,Private,140854,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,60.0,United-States,>50K
26.0,Private,29488,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,>50K
52.0,Private,279129,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,>50K
45.0,Private,71145,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,,United-States,>50K
59.0,State-gov,139611,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,40.0,India,>50K
53.0,Private,92565,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40.0,United-States,>50K
,Private,234690,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,Cuba,>50K
36.0,Private,89202,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
38.0,Local-gov,187046,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
,Private,397877,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50.0,United-States,>50K
37.0,Private,258827,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,,>50K
46.0,Self-emp-inc,167882,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,8614,0,70.0,United-States,>50K
39.0,Private,172571,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,,>50K
46.0,Self-emp-not-inc,246891,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99.0,United-States,>50K
25.0,Private,307643,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45.0,United-States,>50K
36.0,Private,241306,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
30.0,Private,92531,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,>50K
38.0,Private,149347,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
38.0,Private,414991,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,,>50K
53.0,Federal-gov,164195,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,40.0,United-States,>50K
62.0,Private,155913,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,,>50K
38.0,Federal-gov,68840,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,,>50K
44.0,Private,172837,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,,United-States,>50K
70.0,?,116080,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,0,0,2.0,,>50K
39.0,Self-emp-not-inc,183081,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,60.0,United-States,>50K
34.0,Private,251521,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40.0,United-States,>50K
32.0,Private,261319,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
32.0,Private,144949,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
,Local-gov,202699,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,6418,0,35.0,United-States,>50K
57.0,Self-emp-not-inc,256630,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,60.0,Canada,>50K
42.0,Private,259727,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,25236,0,20.0,United-States,>50K
47.0,Private,331650,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,40.0,United-States,>50K
37.0,Private,376455,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
57.0,Private,125000,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,>50K
43.0,Private,390369,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,>50K
51.0,Private,250423,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
73.0,?,402363,Masters,14,Married-civ-spouse,?,Wife,White,Female,0,0,16.0,United-States,>50K
43.0,Private,107503,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48.0,United-States,>50K
33.0,Private,158438,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
42.0,Self-emp-inc,190044,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,52.0,,>50K
47.0,Private,213668,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,8614,0,65.0,United-States,>50K
28.0,Local-gov,98590,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
42.0,Private,221947,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
33.0,Private,160634,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,50.0,,>50K
35.0,Private,276559,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45.0,United-States,>50K
50.0,Private,178251,Masters,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40.0,United-States,>50K
58.0,Private,145370,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,15024,0,50.0,United-States,>50K
53.0,Private,164198,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40.0,United-States,>50K
64.0,Local-gov,190228,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35.0,United-States,>50K
59.0,Self-emp-inc,132559,Doctorate,16,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,55.0,United-States,>50K
,Private,172712,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40.0,United-States,>50K
30.0,Private,295010,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40.0,United-States,>50K
,Self-emp-not-inc,268781,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,20.0,United-States,>50K
49.0,Private,204629,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,,United-States,>50K
38.0,Private,117802,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60.0,United-States,>50K
49.0,Private,117849,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,>50K
53.0,Private,127749,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
51.0,Private,245356,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55.0,United-States,>50K
66.0,Self-emp-not-inc,197816,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,17.0,United-States,>50K
67.0,?,110122,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,32.0,United-States,>50K
,Federal-gov,85815,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40.0,United-States,>50K
43.0,Private,38946,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,>50K
56.0,State-gov,165867,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
43.0,Self-emp-inc,49249,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
50.0,Private,125417,Bachelors,13,Married-civ-spouse,,Husband,White,Male,7298,0,65.0,United-States,>50K
,State-gov,191001,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40.0,United-States,>50K
61.0,State-gov,347445,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
60.0,Private,152727,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40.0,United-States,>50K
32.0,Self-emp-not-inc,112115,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70.0,United-States,>50K
34.0,Private,111567,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,40.0,United-States,>50K
58.0,Private,98630,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
52.0,Private,384959,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,36.0,United-States,>50K
50.0,Private,174655,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40.0,United-States,>50K
58.0,Private,131608,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55.0,United-States,>50K
,Federal-gov,193116,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
47.0,Private,199058,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
40.0,Private,202508,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,48.0,?,>50K
66.0,Self-emp-not-inc,58326,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,>50K
,Local-gov,481258,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45.0,United-States,>50K
28.0,Private,114072,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
46.0,Self-emp-inc,222829,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,60.0,United-States,>50K
43.0,Self-emp-inc,375807,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60.0,United-States,>50K
47.0,Self-emp-inc,77764,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
44.0,State-gov,46221,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45.0,United-States,>50K
49.0,Self-emp-inc,172246,Bachelors,13,Married-civ-spouse,,Husband,White,Male,99999,0,40.0,United-States,>50K
36.0,Private,389725,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40.0,,>50K
53.0,Self-emp-not-inc,257728,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,,>50K
32.0,Private,264554,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
35.0,Private,210945,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,United-States,>50K
58.0,Private,147098,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60.0,United-States,>50K
67.0,Self-emp-inc,127605,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2174,40.0,United-States,>50K
51.0,Private,169785,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,60.0,United-States,>50K
24.0,Private,360077,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,40.0,United-States,>50K
35.0,Private,282753,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
38.0,Private,185053,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,,United-States,>50K
42.0,Local-gov,261899,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,>50K
80.0,Private,227210,Bachelors,13,Married-civ-spouse,,Husband,White,Male,9386,0,40.0,United-States,>50K
35.0,Private,111128,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65.0,United-States,>50K
37.0,Private,119929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
41.0,Private,590204,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40.0,United-States,>50K
40.0,Private,144928,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7298,0,40.0,,>50K
52.0,Self-emp-not-inc,182187,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40.0,Haiti,>50K
38.0,Private,180288,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,,United-States,>50K
43.0,Self-emp-inc,123490,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,,>50K
38.0,Private,100079,Doctorate,16,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,27828,0,,China,>50K
64.0,Self-emp-not-inc,163510,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,50.0,United-States,>50K
39.0,Private,106838,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45.0,United-States,>50K
71.0,Private,244688,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,6514,0,,United-States,>50K
,Private,170721,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
53.0,Private,152810,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
37.0,Private,516701,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,1564,50.0,?,>50K
53.0,Self-emp-inc,233149,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,,United-States,>50K
35.0,Private,210310,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55.0,United-States,>50K
72.0,?,31327,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,20.0,United-States,>50K
35.0,Private,122747,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,>50K
37.0,Local-gov,176949,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55.0,United-States,>50K
,Private,293899,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
48.0,Private,168262,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,25.0,United-States,>50K
48.0,Local-gov,193960,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50.0,United-States,>50K
51.0,Private,249449,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55.0,United-States,>50K
34.0,Self-emp-inc,156192,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
42.0,Private,297266,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,90.0,United-States,>50K
67.0,Private,127921,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,40.0,United-States,>50K
47.0,Private,158924,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,>50K
,Local-gov,103614,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,United-States,>50K
57.0,Self-emp-inc,84231,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50.0,United-States,>50K
47.0,Private,155890,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40.0,United-States,>50K
29.0,Private,116372,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,50.0,United-States,>50K
31.0,Private,117659,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
44.0,Local-gov,207685,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,8614,0,33.0,United-States,>50K
40.0,Private,277647,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35.0,United-States,>50K
43.0,Self-emp-not-inc,37869,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40.0,United-States,>50K
43.0,Private,174748,Bachelors,13,Divorced,,Unmarried,Black,Female,7430,0,45.0,United-States,>50K
40.0,Self-emp-inc,140915,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Other,Male,0,0,40.0,France,>50K
44.0,Self-emp-not-inc,157237,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,15024,0,50.0,United-States,>50K
51.0,Private,214840,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,>50K
51.0,Self-emp-not-inc,318351,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30.0,Canada,>50K
57.0,Private,144012,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
40.0,State-gov,114714,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40.0,Taiwan,>50K
33.0,Local-gov,107793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
49.0,Private,175958,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46.0,United-States,>50K
46.0,Private,241350,Some-college,10,Never-married,,Not-in-family,White,Male,8614,0,50.0,United-States,>50K
28.0,Self-emp-not-inc,183151,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,>50K
44.0,Private,118947,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,44.0,United-States,>50K
42.0,Private,184018,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
25.0,Private,332409,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
28.0,State-gov,134813,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,65.0,United-States,>50K
51.0,State-gov,196395,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,60.0,United-States,>50K
27.0,Local-gov,24988,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,1564,72.0,United-States,>50K
67.0,Federal-gov,231604,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,United-States,>50K
,Private,193815,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
44.0,Local-gov,277533,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40.0,United-States,>50K
,Self-emp-inc,212600,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,40.0,United-States,>50K
34.0,Private,55849,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50.0,United-States,>50K
23.0,Private,271354,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,1902,50.0,United-States,>50K
50.0,State-gov,139157,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60.0,United-States,>50K
39.0,Local-gov,364782,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,,>50K
43.0,Private,137304,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40.0,United-States,>50K
44.0,Self-emp-inc,171615,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55.0,United-States,>50K
47.0,Private,101299,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
46.0,Private,67001,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
48.0,Local-gov,169515,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,,United-States,>50K
49.0,Private,121253,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,1564,40.0,,>50K
31.0,Private,143083,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,>50K
25.0,Private,223426,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,,Canada,>50K
29.0,Local-gov,181434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40.0,United-States,>50K
27.0,Private,213225,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,,England,>50K
44.0,Local-gov,143104,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38.0,United-States,>50K
41.0,Local-gov,216116,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40.0,United-States,>50K
50.0,Self-emp-not-inc,98180,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999,0,45.0,,>50K
,Private,223792,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
46.0,Private,145290,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,,>50K
28.0,Self-emp-not-inc,35864,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,70.0,Iran,>50K
61.0,Private,258775,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,40.0,United-States,>50K
39.0,Private,342768,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
52.0,Private,279440,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40.0,United-States,>50K
66.0,State-gov,33155,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,United-States,>50K
49.0,Local-gov,95256,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42.0,United-States,>50K
42.0,Private,188243,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50.0,United-States,>50K
37.0,Private,116960,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
54.0,Federal-gov,28683,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4386,0,41.0,United-States,>50K
36.0,Private,109133,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
44.0,Private,201495,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,1977,50.0,United-States,>50K
49.0,Private,187634,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50.0,United-States,>50K
49.0,Self-emp-not-inc,36601,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,,>50K
39.0,Private,199816,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,>50K
29.0,Private,119793,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,,>50K
28.0,Private,145242,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,4386,0,20.0,United-States,>50K
49.0,Self-emp-not-inc,225456,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
46.0,Federal-gov,362835,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,Germany,>50K
41.0,Private,304605,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Canada,>50K
30.0,Private,97723,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35.0,United-States,>50K
34.0,Private,410615,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,>50K
43.0,Private,224998,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,40.0,United-States,>50K
31.0,Private,441949,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,Mexico,>50K
41.0,Self-emp-inc,38876,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1977,50.0,United-States,>50K
45.0,Local-gov,308275,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7688,0,65.0,United-States,>50K
35.0,Private,173586,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,>50K
,Federal-gov,178877,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,,United-States,>50K
34.0,Private,197252,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,>50K
43.0,State-gov,118544,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
42.0,Private,56072,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
46.0,Self-emp-not-inc,138626,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,,United-States,>50K
,?,350525,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,15.0,United-States,>50K
45.0,Private,306122,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,44.0,United-States,>50K
31.0,Private,356823,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,10520,0,40.0,,>50K
42.0,Private,256179,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,48.0,United-States,>50K
37.0,State-gov,164898,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,>50K
,Local-gov,217802,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7688,0,45.0,United-States,>50K
,Private,97213,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40.0,United-States,>50K
54.0,State-gov,151580,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40.0,United-States,>50K
44.0,Private,188615,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
50.0,Local-gov,163576,Masters,14,Never-married,,Not-in-family,White,Female,0,0,50.0,United-States,>50K
,Private,106935,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
32.0,Private,340917,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,60.0,?,>50K
72.0,Self-emp-inc,149689,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,48.0,United-States,>50K
37.0,Private,110331,Prof-school,15,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60.0,United-States,>50K
54.0,Private,353787,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
41.0,Private,79586,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,60.0,China,>50K
52.0,Private,142757,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,56.0,United-States,>50K
53.0,Private,35459,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47.0,United-States,>50K
31.0,Private,157640,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55.0,,>50K
39.0,Private,106964,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,55.0,United-States,>50K
74.0,Self-emp-not-inc,160009,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30.0,United-States,>50K
